7.77,5.17,358.28
7.89,5.52,358.31
7.89,5.64,358.43
6.94,6.25,359.00
6.36,6.27,359.20
3.93,6.18,359.52
353.96,5.79,359.12
349.24,6.40,359.28
347.74,6.53,359.30
339.26,7.32,359.48
333.16,7.57,359.37
329.98,8.10,359.01
327.25,8.20,358.55
325.50,8.39,358.11
323.81,8.92,357.80
322.14,9.53,357.33
321.30,10.08,356.94
321.28,10.07,357.31
321.60,9.84,357.90
322.33,10.28,357.94
324.01,10.68,357.98
326.79,11.49,358.00
330.92,10.32,358.63
338.10,8.48,359.06
342.86,7.38,359.47
347.23,7.60,0.07
351.80,7.78,0.59
357.21,6.98,0.52
359.97,6.88,0.57
1.79,7.12,0.80
3.15,7.95,1.02
4.29,8.99,1.03
5.77,10.16,1.09
5.78,11.65,0.94
5.39,10.93,0.29
4.81,10.80,0.23
4.88,11.41,0.72
5.10,12.11,0.89
5.67,12.57,0.86
