73.85,15.91,32.83
74.98,16.99,33.64
75.44,17.82,34.45
76.16,18.72,35.01
76.16,14.53,31.08
76.10,15.14,31.69
75.71,13.85,30.24
75.62,14.79,31.10
75.19,13.55,30.29
75.19,15.20,32.02
74.86,15.03,31.77
75.19,15.20,32.02
74.93,15.07,31.98
74.68,13.02,30.58
74.36,13.31,31.29
74.22,12.02,30.26
73.92,11.77,29.68
73.56,11.04,28.88
73.28,10.35,28.28
72.92,9.60,27.62
72.28,9.92,28.12
72.37,10.67,28.71
73.37,10.45,28.37
74.61,10.24,27.97
75.31,7.07,24.38
74.88,0.53,16.77
74.68,359.11,15.52
74.05,357.90,14.98
73.96,353.95,11.86
74.31,352.32,10.64
74.20,354.84,12.83
74.42,356.34,13.83
