69.98,311.57,311.06
13.13,15.25,1.25
11.99,15.77,2.14
11.99,15.77,2.14
11.99,15.77,2.14
12.24,16.06,2.25
12.64,16.10,2.18
12.64,16.10,2.18
13.19,16.07,2.10
14.67,15.56,1.73
14.67,15.56,1.73
14.67,15.56,1.73
14.67,15.56,1.73
15.04,14.37,1.31
15.04,14.37,1.31
14.95,13.67,1.09
14.95,13.67,1.09
14.85,13.36,1.06
14.85,13.36,1.06
14.85,13.36,1.06
14.68,13.12,1.08
14.68,13.12,1.08
13.98,12.54,1.21
13.90,12.31,1.18
13.90,12.31,1.18
13.89,12.04,1.09
13.89,12.04,1.09
13.96,11.60,1.01
13.96,11.60,1.01
13.90,11.37,1.15
13.90,11.37,1.15
13.90,11.37,1.15
13.83,11.23,1.17
13.85,10.23,0.86
13.80,9.95,0.81
13.80,9.95,0.81
13.80,9.95,0.81
13.53,9.77,0.89
13.53,9.77,0.89
13.41,9.74,0.93
13.41,9.74,0.93
13.29,9.49,0.90
13.29,9.49,0.90
13.22,9.29,0.76
13.22,9.29,0.76
13.22,9.29,0.76
13.15,9.21,0.69
12.87,9.19,0.60
12.87,9.19,0.60
12.74,8.86,0.31
12.74,8.86,0.31
12.74,8.86,0.31
12.71,8.75,0.14
12.77,8.75,0.18
12.77,8.75,0.18
12.56,8.46,359.58
12.56,8.46,359.58
12.40,8.30,359.42
12.40,8.30,359.42
12.32,8.26,359.26
12.32,8.26,359.26
12.32,8.26,359.26
12.32,8.26,359.26
12.22,8.07,358.83
12.22,8.07,358.83
12.18,8.11,358.73
12.18,8.11,358.73
12.23,7.90,358.73
12.23,7.90,358.73
12.10,7.86,358.78
12.10,7.86,358.78
11.96,7.78,358.74
11.96,7.78,358.74
11.66,7.71,358.52
11.66,7.71,358.52
11.25,7.79,358.26
11.25,7.79,358.26
11.04,7.93,358.16
11.04,7.93,358.16
10.65,8.17,358.01
10.65,8.17,358.01
10.43,8.50,357.95
10.43,8.50,357.95
10.43,8.50,357.95
10.46,8.68,358.05
10.46,8.68,358.05
10.62,9.27,358.43
10.81,10.73,359.35
10.81,10.73,359.35
10.81,10.73,359.35
10.95,11.39,359.77
10.95,11.39,359.77
11.29,13.23,0.94
11.29,13.23,0.94
11.55,15.44,2.21
11.55,15.44,2.21
11.70,16.78,2.97
11.70,16.78,2.97
11.86,19.62,4.27
11.86,19.62,4.27
11.28,22.42,4.79
11.28,22.42,4.79
11.28,22.42,4.79
10.96,23.99,4.98
10.96,23.99,4.98
10.38,27.04,5.05
10.38,27.04,5.05
10.02,29.85,4.86
10.02,29.85,4.86
10.04,31.64,4.87
10.04,31.64,4.87
10.11,33.49,5.04
10.11,33.49,5.04
9.82,38.12,5.54
9.82,38.12,5.54
9.62,39.57,5.63
9.62,39.57,5.63
9.45,41.08,5.79
9.45,41.08,5.79
9.45,41.08,5.79
9.11,43.92,6.17
9.11,43.92,6.17
8.95,45.47,6.38
8.95,45.47,6.38
8.83,47.39,6.68
8.83,47.39,6.68
8.69,55.33,8.41
8.69,55.33,8.41
8.56,58.64,9.25
8.56,58.64,9.25
8.19,66.29,11.24
8.19,66.29,11.24
7.88,69.54,12.04
7.88,69.54,12.04
6.97,75.46,13.18
6.97,75.46,13.18
6.97,75.46,13.18
6.60,78.57,13.77
6.60,78.57,13.77
5.65,85.52,14.45
5.02,88.88,13.92
5.02,88.88,13.92
5.02,88.88,13.92
4.79,90.52,13.78
3.92,95.35,13.58
3.92,95.35,13.58
3.58,96.96,13.52
3.58,96.96,13.52
3.22,99.62,13.27
3.22,99.62,13.27
3.01,100.77,13.08
3.01,100.77,13.08
2.82,101.77,12.91
2.82,101.77,12.91
2.47,103.63,12.22
2.47,103.63,12.22
2.47,103.63,12.22
2.36,103.96,11.92
2.45,103.95,11.15
2.45,103.95,11.15
2.76,103.28,10.39
2.76,103.28,10.39
2.76,103.28,10.39
2.94,102.82,10.05
3.31,102.05,9.51
3.31,102.05,9.51
3.32,102.22,9.51
3.32,102.22,9.51
3.32,102.22,9.51
2.91,102.73,9.98
2.91,102.73,9.98
2.65,103.01,10.18
2.65,103.01,10.18
2.42,103.40,10.43
2.42,103.40,10.43
2.42,103.40,10.43
1.47,103.89,11.27
1.12,103.79,11.63
1.12,103.79,11.63
0.83,103.76,12.02
0.83,103.76,12.02
0.26,102.69,12.77
0.26,102.69,12.77
0.11,102.37,12.96
0.11,102.37,12.96
359.92,102.04,13.15
359.92,102.04,13.15
359.58,101.35,13.48
359.58,101.35,13.48
359.53,101.04,13.53
359.53,101.04,13.53
359.58,100.93,13.52
359.58,100.93,13.52
359.96,100.31,13.44
359.96,100.31,13.44
0.16,100.17,13.33
0.16,100.17,13.33
0.52,99.85,13.10
0.52,99.85,13.10
0.87,99.39,12.80
0.87,99.39,12.80
0.96,99.22,12.64
0.96,99.22,12.64
1.01,99.15,12.46
1.01,99.15,12.46
0.78,99.57,12.16
0.78,99.57,12.16
0.67,99.85,12.15
0.61,100.26,12.15
0.61,100.26,12.15
0.61,100.26,12.15
0.61,100.26,12.15
359.85,102.71,12.39
359.85,102.71,12.39
359.38,104.06,12.61
359.38,104.06,12.61
359.38,104.06,12.61
358.41,107.89,13.20
358.41,107.89,13.20
358.41,107.89,13.20
357.98,110.37,13.51
357.98,110.37,13.51
357.98,110.37,13.51
357.46,116.56,13.82
357.46,116.56,13.82
356.78,124.53,13.95
356.78,124.53,13.95
356.42,133.73,13.48
356.42,133.73,13.48
356.42,133.73,13.48
356.46,145.77,11.15
356.46,145.77,11.15
356.46,145.77,11.15
356.46,145.77,11.15
356.37,149.92,10.21
356.37,149.92,10.21
356.37,149.92,10.21
356.56,158.01,8.38
356.56,158.01,8.38
356.56,158.01,8.38
356.56,158.01,8.38
356.67,161.49,7.32
356.67,161.49,7.32
356.99,167.53,5.21
356.99,167.53,5.21
356.99,167.53,5.21
357.48,173.29,3.33
357.48,173.29,3.33
357.48,173.29,3.33
358.51,178.35,0.96
358.51,178.35,0.96
358.51,178.35,0.96
358.92,181.62,359.57
358.92,181.62,359.57
359.56,184.29,358.52
359.56,184.29,358.52
0.03,186.17,357.79
0.03,186.17,357.79
0.03,186.17,357.79
0.03,186.17,357.79
0.21,186.77,357.47
0.21,186.77,357.47
0.21,186.77,357.47
0.36,187.42,357.16
0.36,187.42,357.16
0.36,187.42,357.16
0.36,187.42,357.16
0.49,188.14,356.88
0.49,188.14,356.88
0.49,188.14,356.88
0.49,188.14,356.88
0.49,188.41,357.00
0.49,188.41,357.00
0.49,188.41,357.00
0.09,188.57,357.40
0.09,188.57,357.40
0.09,188.57,357.40
0.09,188.57,357.40
359.82,188.34,357.75
359.82,188.34,357.75
359.82,188.34,357.75
359.82,188.34,357.75
359.82,188.34,357.75
358.91,187.26,358.48
358.91,187.26,358.48
358.91,187.26,358.48
358.91,187.26,358.48
358.56,186.72,358.78
358.56,186.72,358.78
358.56,186.72,358.78
358.56,186.72,358.78
357.63,186.08,359.27
357.63,186.08,359.27
357.63,186.08,359.27
357.63,186.08,359.27
356.63,185.11,359.79
356.63,185.11,359.79
356.63,185.11,359.79
356.63,185.11,359.79
356.24,184.61,0.21
356.24,184.61,0.21
356.24,184.61,0.21
356.24,184.61,0.21
355.85,184.24,0.47
355.85,184.24,0.47
355.85,184.24,0.47
355.85,184.24,0.47
355.85,184.24,0.47
354.83,183.29,1.18
354.83,183.29,1.18
354.83,183.29,1.18
354.53,183.46,0.89
354.53,183.46,0.89
354.53,183.46,0.89
354.53,183.46,0.89
354.05,180.95,3.17
354.05,180.95,3.17
354.05,180.95,3.17
354.05,180.95,3.17
354.05,180.95,3.17
353.88,180.71,3.22
353.88,180.71,3.22
353.88,180.71,3.22
353.88,180.71,3.22
353.75,180.81,2.93
353.75,180.81,2.93
353.75,180.81,2.93
353.75,180.81,2.93
353.49,180.37,3.39
353.49,180.37,3.39
353.49,180.37,3.39
353.49,180.37,3.39
353.44,180.45,2.97
353.44,180.45,2.97
353.44,180.45,2.97
353.44,180.45,2.97
353.37,180.01,3.20
353.37,180.01,3.20
353.37,180.01,3.20
353.37,180.01,3.20
353.37,180.01,3.20
353.26,180.12,2.94
353.26,180.12,2.94
353.26,180.12,2.94
353.26,180.12,2.94
352.72,179.51,2.92
352.72,179.51,2.92
352.72,179.51,2.92
352.72,179.51,2.92
352.15,179.67,2.71
352.15,179.67,2.71
352.15,179.67,2.71
352.15,179.67,2.71
351.60,179.54,3.10
351.60,179.54,3.10
351.60,179.54,3.10
351.35,179.75,3.02
351.35,179.75,3.02
351.35,179.75,3.02
351.35,179.75,3.02
351.10,179.90,2.91
351.10,179.90,2.91
351.10,179.90,2.91
351.10,179.90,2.91
351.10,179.90,2.91
350.79,180.07,3.18
350.79,180.07,3.18
350.79,180.07,3.18
350.79,180.07,3.18
350.84,179.87,3.35
350.84,179.87,3.35
350.84,179.87,3.35
350.84,179.87,3.35
350.84,179.60,3.62
350.84,179.60,3.62
350.84,179.60,3.62
350.84,179.60,3.62
350.76,179.92,3.66
350.76,179.92,3.66
350.76,179.92,3.66
350.76,179.92,3.66
350.76,179.92,3.66
350.77,179.81,3.94
350.77,179.81,3.94
350.77,179.81,3.94
350.94,179.41,4.09
350.94,179.41,4.09
350.94,179.41,4.09
350.94,179.41,4.09
350.94,179.41,4.09
351.13,179.15,4.01
351.13,179.15,4.01
351.13,179.15,4.01
351.13,179.15,4.01
351.18,179.43,3.68
351.18,179.43,3.68
351.18,179.43,3.68
351.30,178.94,3.64
351.30,178.94,3.64
351.30,178.94,3.64
351.30,178.94,3.64
351.30,178.94,3.64
351.33,178.36,3.80
351.33,178.36,3.80
351.33,178.36,3.80
351.65,175.97,4.14
351.65,175.97,4.14
351.65,175.97,4.14
351.65,175.97,4.14
351.67,174.80,4.32
351.67,174.80,4.32
351.67,174.80,4.32
351.67,174.80,4.32
351.59,171.56,4.96
351.59,171.56,4.96
351.59,171.56,4.96
351.59,171.56,4.96
351.88,168.49,5.33
351.88,168.49,5.33
351.88,168.49,5.33
351.88,168.49,5.33
351.88,168.49,5.33
351.72,163.36,6.07
351.72,163.36,6.07
351.72,163.36,6.07
351.72,163.36,6.07
351.83,141.02,10.22
351.83,141.02,10.22
351.83,141.02,10.22
352.66,131.25,12.18
352.66,131.25,12.18
352.66,131.25,12.18
352.66,131.25,12.18
355.89,108.31,15.77
355.89,108.31,15.77
355.89,108.31,15.77
355.89,108.31,15.77
358.44,95.26,16.31
358.44,95.26,16.31
358.44,95.26,16.31
3.95,66.45,14.61
3.95,66.45,14.61
3.95,66.45,14.61
7.29,39.43,10.87
7.29,39.43,10.87
7.29,39.43,10.87
7.29,39.43,10.87
5.83,16.73,8.79
5.83,16.73,8.79
5.83,16.73,8.79
5.83,16.73,8.79
5.83,16.73,8.79
5.24,11.61,8.21
5.24,11.61,8.21
5.24,11.61,8.21
4.66,5.04,6.53
4.66,5.04,6.53
4.66,5.04,6.53
4.66,5.04,6.53
4.87,2.08,5.67
4.87,2.08,5.67
4.87,2.08,5.67
4.87,2.08,5.67
4.75,0.93,5.21
4.75,0.93,5.21
4.75,0.93,5.21
4.75,0.93,5.21
4.71,0.48,4.90
4.71,0.48,4.90
4.71,0.48,4.90
4.71,0.48,4.90
4.71,0.48,4.90
4.56,0.21,4.59
4.56,0.21,4.59
4.56,0.21,4.59
4.56,0.21,4.59
4.56,0.21,4.59
4.11,359.66,3.60
4.11,359.66,3.60
4.11,359.66,3.60
3.98,359.64,3.29
3.98,359.64,3.29
3.98,359.64,3.29
3.98,359.64,3.29
4.25,359.76,2.97
4.25,359.76,2.97
4.25,359.76,2.97
4.25,359.76,2.97
4.61,359.81,2.81
4.61,359.81,2.81
4.61,359.81,2.81
5.00,359.97,2.58
6.05,0.24,1.95
6.05,0.24,1.95
6.05,0.24,1.95
6.26,0.52,1.87
6.61,1.11,1.96
6.61,1.11,1.96
6.66,1.34,1.88
6.66,1.34,1.88
