356.77,356.81,359.40
357.24,357.03,359.61
357.12,357.15,359.50
356.65,356.47,359.30
356.99,356.24,359.07
357.79,356.69,359.03
358.49,357.95,359.11
359.44,1.72,359.07
0.28,9.06,359.33
1.39,17.13,359.98
2.91,25.68,1.13
3.42,32.48,2.19
3.52,38.41,2.80
3.06,46.80,3.32
2.76,51.68,3.50
2.73,52.70,3.53
2.51,56.34,3.82
2.95,57.97,4.39
3.06,57.71,4.43
3.48,55.89,4.70
3.63,49.64,4.71
3.63,49.64,4.71
6.07,35.70,4.01
7.01,26.27,3.29
7.29,19.30,2.29
7.53,15.09,1.69
7.49,8.93,1.28
7.41,5.01,1.13
7.10,1.09,0.99
7.12,357.86,0.67
6.90,355.66,0.43
6.87,354.69,359.57
6.24,354.29,358.42
5.98,354.71,357.77
6.34,355.40,357.79
6.72,356.57,358.31
6.85,357.63,358.71
6.64,358.56,358.88
6.65,0.29,358.98
6.66,1.20,358.92
6.56,2.01,358.97
6.22,3.40,359.15
7.26,3.86,359.21
6.90,3.06,359.27
