1.95,10.76,5.02
1.95,10.76,5.02
1.95,10.76,5.02
1.99,10.53,4.67
1.99,10.53,4.67
2.61,10.21,4.26
3.48,10.10,3.65
3.48,10.10,3.65
3.48,10.10,3.65
3.73,10.33,3.33
3.73,10.33,3.33
3.72,10.67,3.34
3.72,10.67,3.34
3.48,10.89,3.33
3.48,10.89,3.33
2.53,11.68,3.49
2.53,11.68,3.49
2.53,11.68,3.49
2.17,11.79,3.57
2.17,11.79,3.57
2.17,11.79,3.57
2.17,11.79,3.57
2.17,11.79,3.57
1.83,11.77,3.53
1.83,11.77,3.53
1.83,11.77,3.53
359.86,11.60,3.67
359.86,11.60,3.67
359.86,11.60,3.67
359.86,11.60,3.67
358.71,11.56,3.67
358.71,11.56,3.67
358.71,11.56,3.67
355.27,11.59,3.44
355.27,11.59,3.44
355.27,11.59,3.44
355.27,11.59,3.44
352.88,11.30,3.22
352.88,11.30,3.22
352.88,11.30,3.22
352.88,11.30,3.22
347.77,11.18,2.39
347.77,11.18,2.39
347.77,11.18,2.39
342.52,11.76,1.33
342.52,11.76,1.33
342.52,11.76,1.33
342.52,11.76,1.33
340.00,12.34,0.74
340.00,12.34,0.74
340.00,12.34,0.74
340.00,12.34,0.74
337.61,12.99,0.00
337.61,12.99,0.00
337.61,12.99,0.00
335.31,13.45,359.29
335.31,13.45,359.29
335.31,13.45,359.29
335.31,13.45,359.29
329.66,15.07,357.57
329.66,15.07,357.57
329.66,15.07,357.57
328.04,15.67,357.05
328.04,15.67,357.05
328.04,15.67,357.05
325.22,16.48,356.26
325.22,16.48,356.26
325.22,16.48,356.26
325.22,16.48,356.26
324.15,16.64,356.04
324.15,16.64,356.04
324.15,16.64,356.04
324.15,16.64,356.04
322.14,16.80,355.67
322.14,16.80,355.67
322.14,16.80,355.67
320.42,16.19,355.74
320.42,16.19,355.74
320.42,16.19,355.74
320.05,15.97,355.76
320.05,15.97,355.76
320.05,15.97,355.76
320.05,15.97,355.76
319.30,15.90,355.80
319.30,15.90,355.80
319.30,15.90,355.80
319.30,15.90,355.80
319.18,16.22,355.66
319.18,16.22,355.66
319.18,16.22,355.66
319.18,16.22,355.66
320.05,16.11,355.71
320.05,16.11,355.71
320.05,16.11,355.71
320.05,16.11,355.71
320.53,15.95,355.72
320.53,15.95,355.72
320.53,15.95,355.72
320.90,15.94,355.66
320.90,15.94,355.66
320.90,15.94,355.66
321.12,15.71,355.89
321.12,15.71,355.89
321.12,15.71,355.89
321.12,15.71,355.89
321.81,14.95,356.51
321.81,14.95,356.51
321.81,14.95,356.51
323.79,13.69,357.33
323.79,13.69,357.33
323.79,13.69,357.33
323.79,13.69,357.33
325.35,13.10,357.71
325.35,13.10,357.71
325.35,13.10,357.71
325.35,13.10,357.71
330.99,11.77,358.97
330.99,11.77,358.97
337.51,10.69,0.33
337.51,10.69,0.33
337.51,10.69,0.33
337.51,10.69,0.33
340.72,10.41,1.03
340.72,10.41,1.03
340.72,10.41,1.03
347.01,10.28,2.07
347.01,10.28,2.07
347.01,10.28,2.07
347.01,10.28,2.07
349.99,10.27,2.45
349.99,10.27,2.45
349.99,10.27,2.45
356.50,9.31,3.40
356.50,9.31,3.40
356.50,9.31,3.40
357.97,9.23,3.75
357.97,9.23,3.75
357.97,9.23,3.75
359.65,9.40,4.23
359.65,9.40,4.23
359.65,9.40,4.23
359.65,9.40,4.23
359.65,9.40,4.23
359.98,9.64,4.37
359.98,9.64,4.37
359.98,9.64,4.37
359.69,10.10,4.81
359.69,10.10,4.81
359.69,10.10,4.81
359.56,10.78,4.68
359.56,10.78,4.68
359.56,10.78,4.68
359.56,10.78,4.68
359.71,10.90,4.23
359.71,10.90,4.23
359.71,10.90,4.23
359.84,11.02,4.01
359.84,11.02,4.01
359.84,11.02,4.01
359.84,11.02,4.01
359.84,11.02,4.01
359.87,11.13,3.67
359.87,11.13,3.67
359.87,11.13,3.67
0.08,11.25,2.66
0.08,11.25,2.66
0.08,11.25,2.66
0.20,11.25,2.67
0.20,11.25,2.67
0.20,11.25,2.67
0.20,11.25,2.67
0.74,11.71,0.65
0.74,11.71,0.65
0.74,11.71,0.65
0.74,11.71,0.65
0.98,12.05,359.41
0.98,12.05,359.41
0.98,12.05,359.41
0.98,12.05,359.41
1.39,12.49,357.85
1.39,12.49,357.85
1.39,12.49,357.85
1.39,12.49,357.85
3.10,13.58,350.54
3.10,13.58,350.54
3.84,13.80,347.50
3.84,13.80,347.50
3.84,13.80,347.50
4.61,14.03,340.83
4.61,14.03,340.83
4.61,14.03,340.83
4.61,14.03,340.83
4.95,14.15,337.45
4.95,14.15,337.45
4.95,14.15,337.45
4.95,14.15,337.45
6.25,14.20,331.45
6.25,14.20,331.45
6.25,14.20,331.45
6.25,14.20,331.45
7.70,14.05,326.79
7.70,14.05,326.79
7.70,14.05,326.79
8.52,13.58,323.41
8.52,13.58,323.41
8.52,13.58,323.41
8.74,13.32,322.10
8.74,13.32,322.10
8.74,13.32,322.10
8.74,13.32,322.10
8.88,13.01,321.22
8.88,13.01,321.22
8.88,13.01,321.22
8.88,13.01,321.22
9.32,12.05,319.87
9.32,12.05,319.87
9.32,12.05,319.87
9.65,11.70,320.14
9.65,11.70,320.14
9.65,11.70,320.14
9.53,11.51,320.47
9.53,11.51,320.47
9.53,11.51,320.47
9.52,11.42,321.23
9.52,11.42,321.23
9.52,11.42,321.23
9.52,11.42,321.23
9.52,10.97,321.93
9.52,10.97,321.93
9.52,10.97,321.93
9.52,10.97,321.93
9.27,10.24,322.87
9.27,10.24,322.87
8.97,9.67,323.89
8.97,9.67,323.89
8.97,9.67,323.89
8.75,9.29,324.72
8.75,9.29,324.72
8.75,9.29,324.72
8.75,9.29,324.72
8.75,9.29,324.72
8.40,8.98,326.01
8.40,8.98,326.01
8.40,8.98,326.01
7.41,8.08,334.04
7.41,8.08,334.04
7.69,7.95,341.57
7.69,7.95,341.57
7.57,8.18,349.36
7.20,8.67,353.17
6.16,9.84,359.26
6.16,9.84,359.26
5.72,10.55,1.68
5.72,10.55,1.68
5.24,11.74,5.15
5.24,11.74,5.15
5.33,12.15,6.34
5.33,12.15,6.34
5.33,12.15,6.34
5.46,12.55,7.07
5.46,12.55,7.07
5.46,12.55,7.07
5.46,12.55,7.07
5.81,13.08,7.83
5.81,13.08,7.83
6.29,13.43,7.45
6.29,13.43,7.45
6.29,13.43,7.45
6.27,13.50,6.64
6.27,13.50,6.64
6.27,13.50,6.64
6.27,13.50,6.64
6.27,13.50,6.64
6.30,13.60,6.30
6.30,13.60,6.30
6.30,13.60,6.30
6.26,13.21,5.81
6.26,13.21,5.81
6.26,13.21,5.81
6.31,12.62,5.55
6.31,12.62,5.55
6.31,12.62,5.55
6.31,12.62,5.55
6.34,12.38,5.42
6.34,12.38,5.42
6.34,12.38,5.42
6.50,11.92,5.18
6.50,11.92,5.18
6.50,11.92,5.18
6.50,11.92,5.18
6.64,11.80,4.96
6.64,11.80,4.96
6.64,11.80,4.96
6.81,12.11,4.30
6.81,12.11,4.30
6.81,12.11,4.30
6.93,12.68,4.12
6.93,12.68,4.12
6.93,12.68,4.12
6.93,12.68,4.12
6.91,13.48,4.06
6.91,13.48,4.06
6.91,13.48,4.06
6.91,13.48,4.06
6.84,17.06,3.93
6.84,17.06,3.93
6.84,17.06,3.93
6.43,24.56,4.46
6.43,24.56,4.46
6.43,24.56,4.46
6.43,24.56,4.46
6.20,35.72,6.22
6.20,35.72,6.22
6.20,35.72,6.22
5.25,47.33,8.06
5.25,47.33,8.06
5.25,47.33,8.06
5.25,47.33,8.06
5.25,47.33,8.06
5.25,47.33,8.06
5.25,47.33,8.06
5.25,47.33,8.06
2.18,62.43,9.91
2.18,62.43,9.91
2.18,62.43,9.91
1.97,64.59,10.20
1.97,64.59,10.20
1.97,64.59,10.20
2.03,67.83,10.77
2.03,67.83,10.77
2.03,67.83,10.77
2.03,67.83,10.77
1.97,68.81,10.95
1.97,68.81,10.95
1.97,68.81,10.95
1.97,68.81,10.95
2.10,70.40,11.17
2.10,70.40,11.17
2.10,70.40,11.17
2.34,70.52,11.21
2.34,70.52,11.21
2.34,70.52,11.21
2.44,69.28,11.02
2.44,69.28,11.02
2.44,69.28,11.02
2.66,68.63,10.98
2.66,68.63,10.98
2.66,68.63,10.98
3.08,66.85,10.97
3.08,66.85,10.97
3.08,66.85,10.97
3.47,65.54,10.97
3.47,65.54,10.97
3.47,65.54,10.97
3.47,65.54,10.97
3.68,64.98,10.91
3.68,64.98,10.91
3.68,64.98,10.91
3.68,64.98,10.91
3.89,64.49,10.86
3.89,64.49,10.86
4.73,61.98,10.87
4.73,61.98,10.87
4.73,61.98,10.87
4.73,61.98,10.87
4.72,62.14,10.88
4.72,62.14,10.88
4.72,62.14,10.88
