0.097,0.024,0.023,0.995
0.097,0.021,0.023,0.995
0.096,0.017,0.027,0.995
0.093,0.021,0.032,0.995
0.099,0.029,0.039,0.994
0.103,0.031,0.039,0.993
0.103,0.029,0.035,0.994
0.102,0.026,0.036,0.994
0.099,0.026,0.035,0.994
0.097,0.027,0.036,0.994
0.095,0.027,0.036,0.994
0.091,0.028,0.036,0.995
0.080,0.028,0.037,0.996
0.071,0.025,0.039,0.996
0.067,0.023,0.038,0.997
0.055,0.021,0.035,0.998
0.044,0.021,0.032,0.998
0.029,0.022,0.028,0.999
0.002,0.023,0.026,0.999
-0.023,0.023,0.025,0.999
-0.046,0.023,0.024,0.998
-0.077,0.022,0.023,0.997
-0.097,0.022,0.022,0.995
-0.121,0.022,0.022,0.992
-0.139,0.024,0.020,0.990
-0.144,0.028,0.016,0.989
-0.145,0.030,0.014,0.989
-0.139,0.031,0.016,0.990
-0.120,0.032,0.022,0.992
-0.120,0.032,0.022,0.992
-0.102,0.032,0.024,0.994
-0.060,0.030,0.027,0.997
-0.060,0.030,0.027,0.997
-0.036,0.029,0.030,0.998
-0.018,0.028,0.033,0.999
0.014,0.026,0.037,0.999
0.024,0.025,0.038,0.999
0.058,0.023,0.043,0.997
0.075,0.021,0.042,0.996
0.084,0.022,0.040,0.995
0.081,0.027,0.037,0.996
0.075,0.031,0.037,0.996
0.067,0.033,0.037,0.997
0.052,0.031,0.037,0.997
0.038,0.030,0.036,0.998
0.027,0.030,0.034,0.999
-0.001,0.032,0.034,0.999
-0.037,0.036,0.033,0.998
-0.074,0.039,0.030,0.996
-0.104,0.043,0.028,0.993
-0.144,0.047,0.025,0.988
-0.171,0.047,0.025,0.984
-0.196,0.048,0.025,0.979
-0.205,0.053,0.026,0.977
-0.197,0.056,0.028,0.978
-0.187,0.058,0.029,0.980
-0.178,0.059,0.031,0.982
-0.168,0.058,0.034,0.983
-0.159,0.057,0.036,0.985
-0.135,0.057,0.040,0.988
-0.105,0.055,0.044,0.992
-0.088,0.056,0.043,0.994
-0.061,0.056,0.049,0.995
-0.044,0.055,0.053,0.996
-0.027,0.053,0.055,0.997
-0.005,0.046,0.053,0.998
0.008,0.043,0.048,0.998
0.023,0.044,0.037,0.998
0.029,0.045,0.030,0.998
0.024,0.041,0.025,0.999
0.022,0.039,0.027,0.999
0.020,0.037,0.033,0.999
0.019,0.038,0.034,0.999
0.016,0.037,0.036,0.999
0.013,0.041,0.035,0.998
