-0.425,-0.196,0.235,0.852
-0.428,-0.197,0.233,0.851
-0.428,-0.197,0.233,0.851
-0.428,-0.197,0.233,0.851
-0.433,-0.199,0.227,0.849
-0.433,-0.199,0.227,0.849
-0.433,-0.199,0.227,0.849
-0.434,-0.203,0.224,0.849
-0.434,-0.203,0.224,0.849
-0.433,-0.205,0.223,0.849
-0.433,-0.205,0.223,0.849
-0.433,-0.205,0.223,0.849
-0.430,-0.203,0.224,0.851
-0.430,-0.203,0.224,0.851
-0.430,-0.203,0.224,0.851
-0.430,-0.203,0.224,0.851
-0.427,-0.200,0.225,0.853
-0.427,-0.200,0.225,0.853
-0.427,-0.200,0.225,0.853
-0.425,-0.198,0.226,0.854
-0.425,-0.198,0.226,0.854
-0.425,-0.198,0.226,0.854
-0.425,-0.198,0.226,0.854
-0.422,-0.196,0.225,0.856
-0.422,-0.196,0.225,0.856
-0.422,-0.196,0.225,0.856
-0.422,-0.195,0.224,0.857
-0.422,-0.195,0.224,0.857
-0.422,-0.195,0.224,0.857
-0.421,-0.197,0.221,0.858
-0.421,-0.197,0.221,0.858
-0.420,-0.197,0.218,0.859
-0.420,-0.197,0.218,0.859
-0.420,-0.197,0.218,0.859
-0.420,-0.197,0.218,0.859
-0.421,-0.196,0.215,0.859
-0.421,-0.196,0.215,0.859
-0.421,-0.196,0.215,0.859
-0.421,-0.196,0.215,0.859
-0.422,-0.195,0.214,0.859
-0.422,-0.195,0.214,0.859
-0.422,-0.195,0.214,0.859
-0.423,-0.195,0.211,0.859
-0.423,-0.195,0.211,0.859
-0.423,-0.195,0.211,0.859
-0.425,-0.195,0.208,0.859
-0.425,-0.195,0.208,0.859
-0.425,-0.195,0.208,0.859
-0.425,-0.194,0.208,0.859
-0.425,-0.194,0.208,0.859
-0.425,-0.194,0.208,0.859
-0.426,-0.189,0.208,0.860
-0.426,-0.189,0.208,0.860
-0.426,-0.189,0.208,0.860
-0.427,-0.178,0.207,0.862
-0.427,-0.178,0.207,0.862
-0.427,-0.178,0.207,0.862
-0.427,-0.178,0.207,0.862
-0.428,-0.169,0.207,0.863
-0.428,-0.169,0.207,0.863
-0.428,-0.169,0.207,0.863
-0.431,-0.141,0.209,0.867
-0.431,-0.141,0.209,0.867
-0.431,-0.141,0.209,0.867
-0.442,-0.096,0.213,0.866
-0.442,-0.096,0.213,0.866
-0.442,-0.096,0.213,0.866
-0.442,-0.096,0.213,0.866
-0.450,-0.072,0.215,0.864
-0.450,-0.072,0.215,0.864
-0.450,-0.072,0.215,0.864
-0.450,-0.072,0.215,0.864
-0.461,-0.051,0.218,0.859
-0.461,-0.051,0.218,0.859
-0.504,-0.006,0.222,0.835
-0.504,-0.006,0.222,0.835
-0.504,-0.006,0.222,0.835
-0.504,-0.006,0.222,0.835
-0.504,-0.006,0.222,0.835
-0.504,-0.006,0.222,0.835
-0.504,-0.006,0.222,0.835
-0.537,0.010,0.219,0.815
-0.537,0.010,0.219,0.815
-0.537,0.010,0.219,0.815
-0.554,0.013,0.216,0.804
-0.554,0.013,0.216,0.804
-0.554,0.013,0.216,0.804
-0.588,0.011,0.209,0.782
-0.588,0.011,0.209,0.782
-0.588,0.011,0.209,0.782
-0.611,0.002,0.200,0.766
