-0.043,-0.157,0.033,-0.986
-0.041,-0.164,0.032,-0.985
-0.036,-0.170,0.030,-0.984
-0.036,-0.172,0.029,-0.984
-0.042,-0.181,0.025,-0.982
-0.045,-0.186,0.022,-0.981
-0.050,-0.190,0.020,-0.980
-0.046,-0.197,0.017,-0.979
-0.038,-0.202,0.012,-0.979
-0.028,-0.205,0.008,-0.978
0.007,-0.211,-0.002,-0.978
0.038,-0.207,-0.009,-0.978
0.074,-0.205,-0.016,-0.976
0.135,-0.205,-0.027,-0.969
0.182,-0.214,-0.033,-0.959
0.230,-0.220,-0.040,-0.947
0.304,-0.216,-0.048,-0.926
0.342,-0.200,-0.056,-0.917
0.377,-0.183,-0.064,-0.906
0.422,-0.176,-0.066,-0.887
0.461,-0.184,-0.061,-0.866
0.497,-0.185,-0.057,-0.846
0.529,-0.154,-0.062,-0.832
0.543,-0.137,-0.066,-0.826
0.561,-0.126,-0.070,-0.815
0.588,-0.115,-0.070,-0.797
0.593,-0.111,-0.069,-0.794
0.604,-0.105,-0.069,-0.787
0.613,-0.097,-0.064,-0.781
0.611,-0.094,-0.063,-0.784
0.610,-0.092,-0.062,-0.785
0.605,-0.090,-0.054,-0.789
0.606,-0.088,-0.054,-0.788
0.607,-0.086,-0.053,-0.788
0.603,-0.090,-0.050,-0.791
0.600,-0.091,-0.047,-0.793
0.601,-0.090,-0.046,-0.793
0.597,-0.092,-0.044,-0.796
0.598,-0.094,-0.043,-0.795
0.600,-0.093,-0.045,-0.793
0.600,-0.094,-0.045,-0.793
0.603,-0.091,-0.049,-0.791
0.599,-0.089,-0.048,-0.794
0.597,-0.088,-0.049,-0.796
0.600,-0.087,-0.050,-0.794
0.604,-0.088,-0.051,-0.790
0.602,-0.085,-0.053,-0.792
0.599,-0.083,-0.051,-0.795
0.596,-0.087,-0.048,-0.797
0.595,-0.087,-0.046,-0.798
0.591,-0.088,-0.046,-0.801
0.577,-0.092,-0.045,-0.810
0.557,-0.093,-0.043,-0.824
0.522,-0.090,-0.040,-0.847
0.492,-0.085,-0.038,-0.865
0.472,-0.087,-0.035,-0.876
0.426,-0.092,-0.030,-0.900
0.373,-0.107,-0.026,-0.921
0.328,-0.119,-0.025,-0.937
0.280,-0.127,-0.023,-0.951
0.230,-0.128,-0.021,-0.964
0.183,-0.127,-0.018,-0.975
0.143,-0.133,-0.014,-0.981
0.086,-0.136,-0.006,-0.987
0.039,-0.135,-0.001,-0.990
-0.002,-0.136,0.001,-0.991
-0.044,-0.152,-0.002,-0.987
-0.063,-0.154,-0.001,-0.986
-0.082,-0.154,0.000,-0.985
-0.092,-0.154,0.002,-0.984
-0.091,-0.154,0.005,-0.984
-0.086,-0.148,0.005,-0.985
-0.080,-0.143,0.005,-0.986
-0.085,-0.143,0.006,-0.986
-0.086,-0.149,0.006,-0.985
